,PatentNumber,IPC
13500,CN1548060-A,A61K-009/20
13501,CN1548149-A,A61K-038/21
13502,CN1548149-A,A61P-001/14
13503,CN1548146-A,A61K-035/84
13504,CN1548146-A,A61P-031/12
13505,CN1548452-A,C07K-014/165
13506,CN1548452-A,A61K-031/7088
13507,CN1548152-A,A61K-038/47
13508,CN1548152-A,A01N-063/00
13509,CN1548515-A,C11D-009/00
13510,CN1548185-A,A61N-005/00
13511,CN1548192-A,A62B-018/04
13512,CN1548550-A,C12Q-001/04
13513,CN1548550-A,C12Q-001/68
13514,CN1548074-A,A01N-065/00
13515,CN1548074-A,A61K-035/78
13516,CN1548186-A,A62B-009/06
13517,CN1548165-A,A61L-009/20
13518,CN1548165-A,A61L-002/10
13519,CN1548069-A,A61K-035/78
13520,CN1548069-A,A61P-031/14
13521,CA2429443-A1,A61B-005/01
13522,CA2429443-A1,G01K-001/16
13523,WO2004100061-A1,G06K-019/07
13524,WO2004100061-A1,G08B-023/00
13525,US2004229219-A1,C07K-014/165
13526,US2004229219-A1,C12Q-001/70
13527,WO2004099440-A1,C12Q-001/68
13528,WO2004099440-A1,C07H-021/00
13529,WO2004098391-A2,A61B-000/00
13530,WO2004098391-A2,C12N-005/06
13531,US2004229211-A1,C12Q-001/70
13532,US2004229211-A1,C12P-019/34
13533,CN1546526-A,C07K-016/02
13534,CN1546526-A,A61P-011/00
13535,CN1546515-A,A61K-031/7088
13536,CN1546515-A,A61K-035/28
13537,CN1546521-A,C07K-002/00
13538,CN1546521-A,A61K-035/28
13539,CN1546172-A,A61K-039/395
13540,CN1546172-A,A61K-035/16
13541,CN1545922-A,A23L-001/29
13542,CN1545922-A,A23L-001/305
13543,TW200423978-A,A61L-009/14
13544,TW200424523-A,G01N-033/53
13545,WO2004096842-A2,C07K-014/165
13546,WO2004096842-A2,A61K-039/215
13547,WO2004097389-A2,G01N-025/72
13548,WO2004097389-A2,H04N-005/217
13549,CN1545059-A,G06K-019/073
13550,CN1545073-A,G08B-019/00
13551,CN1545073-A,G08B-025/08
13552,CN1544095-A,A61L-011/00
13553,CN1544095-A,A61G-012/00
13554,CN1543795-A,A01N-059/00
13555,CN1543795-A,A61L-009/00
13556,WO2004099240-A2,C07K-014/165
13557,WO2004099240-A2,A61K-038/04
13558,WO2004093860-A1,A61K-031/16
13559,WO2004093860-A1,A61K-031/216
13560,WO2004094675-A2,C12Q-001/70
13561,WO2004094675-A2,C07H-021/04
13562,WO2004094991-A2,G01N-000/00
13563,WO2004094991-A2,A61K-038/00
13564,US2004220139-A1,A61K-031/739
13565,US2004220139-A1,A61K-000/00
13566,CN1541713-A,A61K-048/00
13567,CN1541713-A,A61K-039/39
13568,EP1473037-A1,A61K-031/7056
13569,EP1473037-A1,A61P-031/14
13570,GB2401175-A,C12Q-001/68
13571,GB2401175-A,C12N-015/50
13572,NL1023317-C2,A61L-002/00
13573,NL1023317-C2,G07D-011/00
13574,TW248423-U,A61G-003/02
13575,WO2004091653-A1,A61K-038/21
13576,WO2004091653-A1,A61K-031/7056
13577,WO2004092208-A2,C07K-014/165
13578,WO2004092208-A2,C07K-014/005
13579,WO2004092332-A2,C12N-000/00
13580,WO2004092383-A2,C12N-015/11
13581,WO2004092383-A2,A61K-048/00
13582,WO2004091524-A2,A61K-000/00
13583,WO2004091524-A2,A61K-039/00
13584,WO2004092360-A2,C12N-007/00
13585,WO2004092360-A2,C07K-014/165
13586,WO2004091649-A1,A61K-038/00
13587,WO2004091649-A1,A61K-038/08
13588,CN1539426-A,A61K-031/7048
13589,CN1539426-A,A61K-031/122
13590,CN1539441-A,A61K-035/78
13591,CN1539441-A,A61P-031/00
13592,CN1539452-A,A61K-035/78
13593,CN1539452-A,A61K-009/16
13594,CN1539468-A,A61K-035/78
13595,CN1539468-A,A61P-031/12
13596,CN1539501-A,A61K-038/21
13597,CN1539501-A,A61K-009/20
13598,CN1539500-A,A61K-038/21
13599,CN1539500-A,A61P-001/16
13600,CN1539495-A,A61K-035/78
13601,CN1539495-A,A61K-009/14
13602,CN1539503-A,A61K-039/215
13603,CN1539503-A,A61P-031/14
13604,CN1539967-A,C12N-015/11
13605,CN1539967-A,A61K-048/00
13606,CN1539494-A,A61K-035/78
13607,CN1539494-A,A61K-009/14
13608,WO2004090544-A2,G01N-033/569
13609,WO2004090544-A2,C12P-021/06
13610,WO2004089394-A2,A61K-038/00
13611,WO2004089394-A2,A61K-038/16
13612,WO2004089206-A1,A61B-005/01
13613,WO2004089206-A1,G01K-011/00
13614,FR2853548-A1,A61K-033/38
13615,FR2853548-A1,A61P-031/12
13616,WO2004087188-A1,A61K-038/00
13617,WO2004087188-A1,A61K-038/17
13618,CN1535724-A,A61K-038/21
13619,CN1535724-A,A61K-038/38
13620,WO2004089983-A2,C07K-014/65
13621,WO2004089983-A2,A61K-038/21
13622,WO2004085650-A1,C12N-015/50
13623,WO2004085650-A1,A61K-039/215
13624,WO2004085633-A1,C12N-007/00
13625,WO2004085633-A1,A61K-039/215
13626,WO2004085455-A1,C07H-021/04
13627,WO2004085455-A1,C12Q-001/68
13628,WO2004110392-A2,A61K-000/00
13629,WO2004110392-A2,A61K-038/21
13630,WO2004082640-A2,A61K-000/00
13631,WO2004082640-A2,A61K-039/00
13632,WO2004083430-A2,C12N-015/11
13633,WO2004083430-A2,A61K-031/713
13634,CN1532207-A,C07K-014/66
13635,CN1532207-A,A61K-038/00
13636,CN1532206-A,C07K-007/06
13637,CN1532206-A,A61K-038/08
13638,US2004180380-A1,G06F-019/00
13639,US2004180380-A1,G01N-033/48
13640,CN1528349-A,A61K-035/74
13641,CN1528349-A,A61K-035/84
13642,CN1528915-A,C12P-019/34
13643,CN1528915-A,C12Q-001/04
13644,CN1528228-A,A47G-019/00
13645,CN1528228-A,A61K-035/78
13646,US2004176988-A1,G06F-017/60
13647,US2004176988-A1,G06Q-010/00
13648,WO2004074435-A2,C12N-000/00
13649,WO2004074435-A2,A61K-038/17
13650,WO2004074247-A2,C07D-000/00
13651,WO2004074247-A2,A61K-031/541
13652,WO2004076677-A2,C12Q-000/00
13653,WO2004076677-A2,C12P-021/08
13654,CN1524453-A,A23L-002/02
13655,CN1524453-A,A61K-035/78
13656,CN1524558-A,A61K-035/78
13657,CN1524558-A,A61K-009/14
13658,CN1522749-A,A61K-035/78
13659,CN1522749-A,A61P-011/00
13660,RU2234313-C1,A61K-031/165
13661,RU2234313-C1,A61P-031/14
13662,CN1519257-A,C07K-016/18
13663,CN1519257-A,C07K-001/36
13664,WO2004064759-A2,A61K-000/00
13665,WO2004064759-A2,A61K-038/16
13666,WO2004062603-A2,A61K-000/00
13667,WO2004062603-A2,A61K-048/00
13668,CN1515226-A,A61B-005/00
13669,CN1515226-A,A61B-019/00
13670,CN1513392-A,A41D-013/00
13671,CN1513392-A,A62B-017/00
13672,CN1514164-A,B01D-053/02
13673,CN1514164-A,F23G-005/50
13674,CN1513874-A,C07K-016/10
13675,CN1513874-A,A61K-039/395
13676,CN1514010-A,C12Q-001/04
13677,CN1514010-A,C12Q-001/68
13678,CN1513548-A,A61K-038/21
13679,CN1513548-A,A61K-009/70
13680,CN1513501-A,A61K-035/78
13681,CN1513501-A,A61P-011/00
13682,CN1513552-A,A61K-039/00
13683,CN1513552-A,A61K-039/02
13684,CN1513529-A,A61K-035/78
13685,CN1513529-A,A61K-009/20
13686,WO2004058797-A2,C07K-000/00
13687,WO2004058797-A2,A61K-039/395
13688,WO2004056979-A2,C12N-005/10
13689,WO2004056979-A2,C07K-014/075
13690,CN1502367-A,A61K-039/215
13691,CN1502367-A,A61K-009/72
13692,EP1424101-A2,A61P-025/00
13693,EP1424101-A2,A61K-031/00
13694,CN1498895-A,C07H-021/04
13695,CN1498895-A,A61K-031/7084
13696,TW588649-U1,A61G-010/00
13697,US6738758-B1,G06F-017/30
13698,CN1493702-A,C12Q-001/68
13699,TW200406194-A,A61K-031/02
13700,TW200406194-A,A61P-031/12
13701,WO2004035032-A2,A61K-031/00
13702,WO2004035032-A2,A61K-009/127
13703,CN1491589-A,A23L-002/38
13704,CN1491589-A,A61K-035/78
13705,US2004071757-A1,A61K-035/78
13706,US2004071757-A1,A61K-009/70
13707,CN1488641-A,C07K-014/165
13708,CN1488641-A,A61K-038/16
13709,CN1488645-A,A61K-039/395
13710,CN1488645-A,A61P-011/00
13711,CN1488646-A,C07K-019/00
13712,CN1488646-A,A61K-039/215
13713,CN1488634-A,C07F-005/00
13714,CN1488634-A,A61K-031/7056
13715,CN1488303-A,A41D-013/00
13716,CN1488303-A,A41D-013/12
13717,CN1488380-A,A61K-035/78
13718,CN1488380-A,A61K-009/00
13719,CN1488378-A,A61K-009/20
13720,CN1488378-A,A61K-035/78
13721,CN1488302-A,A41D-013/00
13722,CN1488302-A,A62B-007/00
13723,CN1488411-A,A62B-017/04
13724,CN1488401-A,A61K-031/46
13725,CN1488401-A,A61K-045/00
13726,CN1486699-A,A61K-031/7048
13727,CN1486699-A,A61K-035/78
13728,CN1486741-A,A61K-035/84
13729,CN1486741-A,A61P-011/00
13730,CN1487077-A,C12N-001/14
13731,CN1487077-A,A01G-001/04
13732,CN1486747-A,A61L-009/18
13733,CN1486747-A,A61L-002/12
13734,WO2004026255-A2,A61K-000/00
13735,WO2004026255-A2,A61K-031/724
13736,CN1483818-A,C12N-007/01
13737,CN1483818-A,C12Q-001/70
13738,CN1483836-A,C12Q-001/68
13739,CN1483836-A,C12P-019/34
13740,CN1483737-A,C07K-014/165
13741,CN1483737-A,C07K-016/08
13742,CN1483463-A,A61K-035/78
13743,CN1483463-A,A61P-011/00
13744,CN1481864-A,A61K-035/78
13745,CN1481864-A,A61P-011/00
13746,CN1481767-A,A61F-005/44
13747,CN1481767-A,A41B-009/12
13748,CN1481886-A,A61K-009/08
13749,CN1481886-A,A61K-009/12
13750,CN1482461-A,G01N-033/569
13751,CN1482461-A,C12N-015/50
13752,WO2004019970-A2,A61K-038/14
13753,WO2004019970-A2,C07K-009/00
13754,CN1480213-A,A61K-038/16
13755,CN1480213-A,A61P-011/00
13756,CN1480149-A,A61K-031/7056
13757,CN1480149-A,A61P-029/00
13758,CN1480177-A,A61K-035/78
13759,CN1480177-A,A61P-011/00
13760,CN1480048-A,A01N-065/00
13761,CN1480728-A,G01N-033/00
13762,CN1480728-A,A62B-009/06
13763,CN1480215-A,A61K-039/215
13764,CN1480215-A,A61K-039/395
13765,CN1480134-A,A61K-031/195
13766,CN1480134-A,A61P-001/00
13767,CN1480221-A,A61L-002/16
13768,CN1480221-A,A61L-101/32
13769,WO2004017940-A2,A61K-009/00
13770,WO2004017940-A2,A61K-009/127
13771,WO2004018998-A2,G01N-000/00
13772,WO2004018998-A2,C12Q-001/68
13773,CN1478545-A,A61K-038/21
13774,CN1478545-A,A61P-011/00
13775,DE20315159-U1,C07H-021/00
13776,DE20315159-U1,C12Q-001/70
13777,CN1476886-A,A23F-003/34
13778,CN1476886-A,A61K-035/78
13779,CN1476941-A,B08B-015/02
13780,CN1476941-A,F24F-007/06
13781,CN1476836-A,A61K-031/7032
13782,CN1476836-A,A61K-035/78
13783,CN1476894-A,A61K-009/08
13784,CN1476894-A,A61K-009/12
13785,CN1475571-A,C12N-015/50
13786,CN1475571-A,A61K-031/7088
13787,WO2004012653-A2,A61K-000/00
13788,WO2004012653-A2,A61K-031/00
13789,CN1471970-A,A61K-009/20
13790,CN1471970-A,A61K-038/21
13791,CN1471914-A,A61K-031/365
13792,CN1471914-A,A61K-035/00
13793,CN1472332-A,C12Q-001/18
13794,CN1472332-A,A61K-038/13
13795,CN1472321-A,C12N-015/52
13796,CN1472321-A,C07H-021/04
13797,CN1471981-A,A61K-033/00
13798,CN1471981-A,A61K-047/06
13799,CN1472336-A,C12Q-001/37
13800,CN1472336-A,A61K-031/165
13801,CN1472318-A,C12N-015/11
13802,CN1472318-A,C07H-021/00
13803,CN1470269-A,A61K-031/60
13804,CN1470269-A,A61K-035/78
13805,CN1470270-A,A61K-035/78
13806,CN1470270-A,A61P-011/00
13807,CN1470282-A,A61K-035/78
13808,CN1470282-A,A61P-011/00
13809,CN1470242-A,A61K-031/65
13810,CN1470242-A,A61P-011/00
13811,CN1470284-A,A61K-038/16
13812,CN1470284-A,A61P-011/00
13813,CN1468965-A,C12Q-001/68
13814,CN1468965-A,C12Q-001/25
13815,CN1468865-A,C07K-019/00
13816,CN1468865-A,C12N-015/62
13817,CN1468962-A,C12N-015/63
13818,CN1468962-A,C12N-015/50
13819,CN1468961-A,C12N-015/57
13820,CN1468961-A,C12N-015/63
13821,CN1468602-A,A61K-031/7048
13822,CN1468602-A,A61K-009/20
13823,CN1469126-A,G01N-033/569
13824,CN1469126-A,G01N-033/53
13825,CN1468644-A,B01D-046/30
13826,CN1468644-A,B01D-053/04
13827,CN1468959-A,C12N-015/50
13828,CN1468959-A,G01N-033/68
13829,CN1468955-A,C12N-007/00
13830,CN1468955-A,A61K-039/215
13831,WO2004004658-A2,A61K-000/00
13832,WO2004004658-A2,A61K-031/69
13833,WO2004004773-A1,A61K-045/00
13834,WO2004004773-A1,A61K-031/202
13835,US2004009245-A1,A61K-035/78
13836,US2004009245-A1,A01N-025/00
13837,CN1466987-A,A61K-035/78
13838,CN1466987-A,A01N-065/00
13839,CN1466996-A,A61K-039/395
13840,CN1466996-A,A61K-031/195
13841,US6677885-B1,G01S-013/90
13842,WO2004002415-A2,A61K-000/00
13843,WO2004002415-A2,A61K-039/385
13844,US2004005998-A1,A61K-038/16
13845,US2004005998-A1,A61K-031/716
13846,US2004005252-A1,B01J-019/08
13847,CN1465589-A,C07K-014/165
13848,CN1465589-A,C07K-016/08
13849,CN1465584-A,C07H-021/00
13850,CN1465584-A,C12N-015/11
13851,CN1463761-A,A61M-016/00
13852,CN1463761-A,A61M-015/00
13853,WO2003106498-A2,C07K-016/28
13854,WO2003106498-A2,A61K-038/17
13855,WO2003105775-A2,A61K-000/00
13856,WO2003105775-A2,A61K-031/56
13857,CN1462774-A,C09C-001/44
13858,CN1462774-A,A01N-059/00
13859,CN1462627-A,A61K-035/78
13860,CN1462627-A,A61P-011/00
13861,CN1462642-A,A62B-009/06
13862,CN1462581-A,A01N-033/00
13863,CN1462581-A,A61L-002/22
13864,CN1462616-A,A61K-009/08
13865,CN1462616-A,A61P-011/00
13866,CN1462635-A,A61K-009/02
13867,CN1462635-A,A61K-009/12
13868,WO2003103675-A2,A61K-031/522
13869,WO2003103675-A2,A61K-031/675
13870,WO2003101484-A1,A61K-039/08
13871,WO2003101484-A1,A61K-039/02
13872,CN1460514-A,A61K-035/78
13873,CN1460514-A,A61P-001/16
13874,CN1460520-A,A61K-038/43
13875,CN1460520-A,A61K-009/48
13876,CN1460855-A,G01N-033/00
13877,CN1460855-A,C12Q-001/68
13878,CN1460474-A,A61K-031/395
13879,CN1460474-A,A61P-011/00
13880,CN1460464-A,A61K-007/02
13881,CN1460464-A,A61K-007/06
13882,CN1460459-A,A61G-012/00
13883,CN1460459-A,A62B-011/00
13884,US2003224017-A1,A61K-039/17
13885,US2003224017-A1,C07H-021/04
13886,CN1457870-A,A61K-035/78
13887,CN1457870-A,A61P-011/00
13888,CN1457876-A,A61K-035/78
13889,CN1457876-A,A61P-011/00
13890,CN1457777-A,A61K-031/4045
13891,CN1457777-A,A61P-011/00
13892,CN1457836-A,A61K-035/78
13893,CN1457836-A,A61P-031/14
13894,CN1458171-A,C07K-016/06
13895,CN1458171-A,C07K-016/10
13896,CN1457850-A,A61K-035/78
13897,CN1457850-A,A61P-011/00
13898,CN1457839-A,A61K-035/78
13899,CN1457839-A,A61P-011/00
13900,CN1458281-A,C12P-019/34
13901,CN1458281-A,A61K-031/7088
13902,CN1457896-A,A61L-011/00
13903,CN1457896-A,A61L-009/00
13904,CN1457645-A,A01N-065/00
13905,CN1457890-A,A61L-009/00
13906,CN1457890-A,F24F-003/16
13907,CN1456308-A,A61K-035/78
13908,CN1456308-A,A61K-009/00
13909,CN1456346-A,A61K-035/84
13910,CN1456346-A,A61P-031/14
13911,WO2003092654-A1,A61K-009/12
13912,WO2003092654-A1,A61K-031/355
13913,CN1454665-A,A61K-035/84
13914,CN1454665-A,A61P-011/00
13915,CN1454666-A,A61K-038/17
13916,CN1454666-A,A61K-035/34
13917,CN1454485-A,A01N-065/00
13918,CN1454485-A,A61L-009/00
13919,CN1454996-A,C12N-015/10
13920,CN1454996-A,C12N-015/33
13921,CN1455003-A,C12Q-001/68
13922,CN1454593-A,A61K-031/365
13923,CN1454593-A,A61K-031/7048
13924,CN1454603-A,A61K-035/78
13925,CN1454603-A,A61P-001/16
13926,CN1454576-A,A61G-001/00
13927,CN1454592-A,A61K-031/365
13928,CN1454592-A,A61P-011/00
13929,WO2003095491-A2,C07K-016/00
13930,WO2003095491-A2,C12Q-001/68
13931,WO2003094902-A2,A61K-031/02
13932,WO2003094902-A2,A61L-002/16
13933,WO2003094849-A2,A61K-000/00
13934,WO2003094849-A2,A61K-039/21
13935,CN1452867-A,A01N-059/12
13936,CN1452867-A,A01P-001/00
13937,CN1453515-A,F24F-003/16
13938,CN1453368-A,C12P-019/34
13939,CN1453368-A,C12Q-001/68
13940,CN1453588-A,G01N-033/531
13941,CN1453588-A,G01N-033/543
13942,CN1453589-A,G01N-033/531
13943,CN1453589-A,G01N-033/543
13944,CN1453590-A,G01N-033/535
13945,CN1453590-A,G01N-033/566
13946,CN1452967-A,A61K-031/4741
13947,CN1452967-A,A61P-011/00
13948,CN1452978-A,A61K-031/7048
13949,CN1452978-A,A61K-035/78
13950,CN1453030-A,A61K-035/78
13951,CN1453030-A,A01N-065/00
13952,CN1452982-A,A61K-031/7056
13953,CN1452982-A,A61K-047/32
13954,US2003203887-A1,A61K-031/555
13955,US2003203887-A1,A61K-031/325
13956,CN1451388-A,A61K-031/7056
13957,CN1451388-A,A61P-011/00
13958,CN1451423-A,A61K-035/78
13959,CN1451434-A,A61K-035/78
13960,CN1451434-A,A61P-011/00
13961,CN1451451-A,A62B-018/00
13962,CN1451451-A,A41D-013/11
13963,CN1451734-A,C11D-009/26
13964,CN1451918-A,F24F-003/16
13965,CN1451440-A,A61L-002/00
13966,CN1451440-A,A61L-009/00
13967,SG99419-A1,A61K-000/00
13968,SG99419-A1,A61L-000/00
13969,WO2003087335-A2,C12N-000/00
13970,WO2003087335-A2,A61K-009/14
13971,WO2003087339-A2,C12N-000/00
13972,WO2003087339-A2,A61K-039/12
13973,WO2003086443-A1,A61K-035/78
13974,WO2003086443-A1,A61K-031/70
13975,WO2003087327-A2,C12N-000/00
13976,WO2003087327-A2,A61K-039/245
13977,CN1449740-A,A61K-007/48
13978,CN1449740-A,A61K-007/02
13979,CN1449823-A,A61K-038/57
13980,CN1449823-A,A61K-009/08
13981,CN1449818-A,A61K-035/78
13982,CN1449818-A,A61P-011/00
13983,CN1449814-A,A61K-035/78
13984,CN1449814-A,A61P-011/00
13985,CN1450164-A,C12N-007/00
13986,CN1450164-A,A01N-063/00
13987,CN1449813-A,A61K-035/78
13988,CN1449813-A,A61P-031/14
13989,CN1450236-A,E04H-003/08
13990,CN1449912-A,B32B-027/12
13991,CN1449782-A,A61K-035/78
13992,CN1449782-A,A61P-031/12
13993,CN1450086-A,C07K-016/08
13994,CN1450086-A,A61K-039/395
13995,CN1449835-A,A61L-002/02
13996,CN1449835-A,A61L-002/24
13997,CN1449831-A,A61K-039/215
13998,CN1449831-A,A61K-048/00
13999,CN1449828-A,A61K-039/215
14000,CN1449828-A,A61K-048/00
14001,CN1449829-A,A61K-039/215
14002,CN1449829-A,A61K-048/00
14003,CN1449827-A,A61K-039/215
14004,CN1449827-A,A61K-048/00
14005,CN1449830-A,A61K-039/215
14006,CN1449830-A,A61K-048/00
14007,CN1450172-A,C12Q-001/68
14008,CN1450172-A,C12P-019/34
14009,CN1449752-A,A47K-010/02
14010,CN1449752-A,A47K-010/16
14011,CN1449832-A,A61K-039/395
14012,CN1449832-A,A61K-009/08
14013,CN1450173-A,C12Q-001/68
14014,CN1450173-A,C07H-021/04
14015,CN1449833-A,A61K-039/395
14016,CN1449833-A,A61P-011/00
14017,CN1449820-A,A61K-038/21
14018,CN1449820-A,A23G-009/00
14019,CN1449826-A,A61K-039/215
14020,CN1449826-A,A61K-048/00
14021,CN1449817-A,A61K-035/78
14022,CN1449817-A,A61P-009/10
14023,CN1449849-A,A61M-016/00
14024,CN1449849-A,A61L-009/00
14025,CN1449822-A,A61K-009/08
14026,CN1449822-A,A61K-009/12
14027,CN1449753-A,A61K-031/375
14028,CN1449753-A,A61K-031/216
14029,CN1448179-A,A61K-035/78
14030,CN1448179-A,A61P-031/14
14031,CN1448185-A,A61L-002/00
14032,CN1448185-A,A61L-009/01
14033,CN1448186-A,A61L-009/00
14034,CN1446586-A,A61L-009/013
14035,CN1446542-A,A61K-031/7056
14036,CN1446542-A,A61K-047/40
14037,CN1444993-A,A61K-038/21
14038,CN1444993-A,A61K-009/12
14039,CN1445000-A,A61L-009/20
14040,CN1445000-A,B08B-015/04
14041,CN1444989-A,A61K-035/78
14042,CN1444989-A,A61K-009/00
14043,CN1445549-A,G01N-033/569
14044,CN1445549-A,G01N-033/533
14045,CN1443770-A,C07H-021/02
14046,CN1443770-A,A61K-031/7088
14047,CN1443572-A,A61K-009/20
14048,CN1443572-A,A61K-038/21
14049,CN1443562-A,A23L-001/30
14050,CN1443562-A,A61K-035/78
14051,CN1443456-A,A01N-059/00
14052,WO2003101479-A1,A61K-038/28
14053,WO2003101479-A1,A61K-031/375
14054,CN1442203-A,A61K-039/395
14055,CN1442203-A,A61K-031/522
14056,CN1442488-A,C12Q-001/68
14057,CN1442488-A,C12P-019/34
14058,CN1442205-A,A61L-009/00
14059,CN1442205-A,A61M-015/00
14060,CN1439424-A,A61K-038/02
14061,CN1439424-A,A61K-035/26
14062,DE20307236-U,A61B-005/01
14063,DE20307236-U,G01K-001/02
14064,KR2003002957-A,G06F-019/00
14065,US2002169296-A1,A61K-048/00
14066,US2002169296-A1,C07H-021/04
14067,JP2002247096-A,H04L-012/56
14068,US6424284-B1,H03M-001/38
14069,KR2001028491-A,H04L-012/28
14070,KR2001028491-A,G01R-031/08
14071,WO200006757-A1,C12N-015/82
14072,WO200006757-A1,A01H-001/00
14073,RD428182-A,G06F-000/00
14074,US5985607-A,C12N-005/10
14075,US5985607-A,C12N-015/12
14076,JP9113615-A,G01S-013/90
14077,JP9113615-A,G01S-005/14
14078,US5508968-A,G11C-007/00
14079,US5508968-A,G11C-011/401
14080,DE19521624-A,G01S-013/90
14081,US5122803-A,G01S-013/90
14082,WO2011143339-A1,A01K-067/027
14083,WO2011143339-A1,C12N-015/00
14084,WO2011141819-A1,A61K-031/01
14085,WO2011141819-A1,A61K-039/39
14086,WO2012003030-A2,G01N-033/15
14087,WO2012003030-A2,G01N-033/52
14088,KR2011119178-A,B01D-053/02
14089,KR2011119178-A,B01D-053/34
14090,WO2011133719-A2,A61K-031/34
14091,WO2011133719-A2,A61K-031/426
14092,WO2011133722-A2,A61K-031/495
14093,WO2011133722-A2,A61K-031/519
14094,WO2011133729-A2,A61K-031/34
14095,WO2011133729-A2,A61K-031/36
14096,WO2011133727-A2,A61K-031/421
14097,WO2011133727-A2,A61K-031/433
14098,WO2011130557-A2,A61K-031/52
14099,WO2011130557-A2,A61K-031/522
14100,WO2011127625-A1,A61K-048/00
14101,WO2011127625-A1,A61P-001/00
14102,CN102218144-A,A61K-045/00
14103,CN102218144-A,A61K-048/00
14104,ES2366255-A1,A61K-039/12
14105,ES2366255-A1,A61K-047/48
14106,KR2011113504-A,A61K-031/7105
14107,KR2011113504-A,A61P-031/12
14108,WO2011126976-A1,A61K-039/21
14109,WO2011126976-A1,C07K-014/14
14110,WO2011124685-A1,A61K-038/10
14111,WO2011124685-A1,A61K-038/17
14112,WO2011121162-A1,A61K-031/19
14113,WO2011121162-A1,A61P-031/14
14114,CN102206646-A,A61P-031/04
14115,CN102206646-A,C07K-014/435
14116,CN202002930-U,G01N-021/64
14117,CN202002930-U,G01N-033/543
14118,US2011238001-A1,A61M-037/00
14119,CN102199674-A,C12Q-001/70
14120,CN102199674-A,C12N-015/11
14121,CN201984071-U,G01N-021/64
14122,CN201984071-U,G01N-033/546
14123,US2011223659-A1,C12N-005/071
14124,US2011223659-A1,C12N-005/09
14125,WO2011110955-A2,C12N-015/11
14126,WO2011110955-A2,C12Q-001/70
14127,CN102181579-A,C12Q-001/68
14128,CN102181579-A,C12Q-001/70
14129,CN102181576-A,C12N-015/11
14130,CN102181576-A,C12Q-001/68
14131,WO2011108521-A1,A61K-039/00
14132,WO2011108521-A1,A61K-039/02
14133,WO2011106092-A1,C11D-001/40
14134,WO2011106092-A1,C11D-001/90
14135,JP2011168518-A,A01N-025/02
14136,JP2011168518-A,A01N-025/30
14137,WO2011104621-A1,A61K-031/683
14138,WO2011104621-A1,A61K-038/16
14139,WO2011102563-A1,G01N-033/53
14140,WO2011102563-A1,G01N-033/538
14141,EP2359858-A1,A23L-001/30
14142,EP2359858-A1,A61K-031/202
14143,US2011200657-A1,A01N-025/00
14144,US2011200657-A1,A01P-001/00
14145,WO2011098806-A1,A61K-038/17
14146,WO2011098806-A1,A61P-031/12
14147,WO2011100528-A2,A61K-038/00
14148,WO2011100528-A2,A61K-038/16
14149,WO2011100700-A2,A61K-039/12
14150,WO2011100700-A2,A61K-038/08
14151,WO2011099541-A1,C12N-015/09
14152,WO2011099541-A1,C12N-015/117
14153,WO2011094693-A1,C12P-021/04
14154,WO2011094693-A1,A61K-031/34
14155,WO2011094357-A2,A61K-039/145
14156,WO2011094357-A2,A61K-039/155
14157,WO2011094528-A2,C12Q-001/68
14158,WO2011094528-A2,C12Q-001/70
14159,KR2011086473-A,A61P-031/12
14160,WO2011086178-A1,A61K-031/473
14161,WO2011086178-A1,A61P-035/00
14162,US2011178269-A1,C07K-016/00
14163,US2011178269-A1,C07K-007/08
14164,WO2011083317-A1,A61K-038/16
14165,WO2011083317-A1,A61P-031/16
14166,DE102009042764-A1,A61B-005/00
14167,DE102009042764-A1,A61B-005/01
14168,US2011165649-A1,C07K-014/00
14169,US2011165649-A1,C07K-014/415
14170,KR2011068191-A,A23L-001/30
14171,KR2011068191-A,A61K-031/65
14172,WO2011072487-A1,A61K-038/08
14173,WO2011072487-A1,A61K-038/21
14174,KR2011061861-A,A62B-018/02
14175,KR2011061861-A,A62B-023/02
14176,US2011135685-A1,A61K-039/07
14177,US2011135685-A1,A61K-039/08
14178,WO2011067673-A2,B01F-000/00
14179,WO2011067673-A2,A61K-039/39
14180,WO2011064630-A1,A61K-035/76
14181,WO2011064630-A1,C12N-007/00
14182,WO2011066374-A2,A61K-038/16
14183,WO2011066374-A2,A61K-039/395
14184,WO2011066369-A2,A61K-038/08
14185,WO2011066369-A2,A61K-038/10
14186,EP2327764-A1,A61K-035/76
14187,EP2327764-A1,C12N-007/00
14188,WO2011061527-A1,A61K-031/416
14189,WO2011061527-A1,A61K-031/428
14190,KR2011055756-A,A23B-005/005
14191,KR2011055756-A,A23B-005/10
14192,DE202011001688-U1,B01D-069/00
14193,WO2011058764-A1,A61K-033/20
14194,WO2011058764-A1,A61K-047/02
14195,CN102060929-A,A61K-038/02
14196,CN102060929-A,A61P-011/00
14197,WO2011056168-A1,A61K-031/69
14198,WO2011056168-A1,A61P-031/00
14199,WO2011056630-A2,A61K-031/437
14200,WO2011056630-A2,A61K-031/4375
14201,US2011111204-A1,B05D-005/06
14202,US2011111204-A1,B32B-017/06
14203,CN102053153-A,G01N-033/543
14204,CN102053153-A,G01N-033/569
14205,KR2011044548-A,A23B-007/10
14206,KR2011044548-A,A23L-001/30
14207,US2011098248-A1,A61K-031/437
14208,US2011098248-A1,A61K-031/444
